GeneID,Experiment,Expression_Change
Zm00001d049127,Salt stress,Increases under treatment
Zm00001d013830,Salt stress,Increases under treatment
Zm00001d017954,Salt stress,Increases under treatment
Zm00001d016740,Salt stress,Increases under treatment
Zm00001d043838,Salt stress,Increases under treatment
Zm00001d028167,Salt stress,Increases under treatment
Zm00001d004171,Salt stress,Increases under treatment
Zm00001d008919,Salt stress,Increases under treatment
Zm00001d027832,Salt stress,Increases under treatment
Zm00001d006775,Salt stress,Increases under treatment
Zm00001d027921,Salt stress,Increases under treatment
Zm00001d019256,Salt stress,Increases under treatment
Zm00001d022204,Salt stress,Increases under treatment
Zm00001d012285,Salt stress,Increases under treatment
Zm00001d021628,Salt stress,Increases under treatment
Zm00001d014253,Salt stress,Increases under treatment
Zm00001d038221,Salt stress,Increases under treatment
Zm00001d034418,Salt stress,Increases under treatment
Zm00001d030517,Salt stress,Increases under treatment
Zm00001d016128,Salt stress,Increases under treatment
Zm00001d050132,Salt stress,Increases under treatment
Zm00001d022167,Salt stress,Increases under treatment
Zm00001d042626,Salt stress,Increases under treatment
Zm00001d036515,Salt stress,Increases under treatment
Zm00001d039735,Salt stress,Increases under treatment
Zm00001d042756,Salt stress,Increases under treatment
Zm00001d015124,Salt stress,Increases under treatment
Zm00001d025434,Salt stress,Increases under treatment
Zm00001d004526,Salt stress,Increases under treatment
Zm00001d030516,Salt stress,Increases under treatment
Zm00001d048690,Salt stress,Increases under treatment
Zm00001d012785,Salt stress,Increases under treatment
Zm00001d020673,Salt stress,Increases under treatment
Zm00001d033080,Salt stress,Increases under treatment
Zm00001d003287,Salt stress,Increases under treatment
Zm00001d043741,Salt stress,Increases under treatment
Zm00001d002198,Salt stress,Increases under treatment
Zm00001d010780,Salt stress,Increases under treatment
Zm00001d047973,Salt stress,Increases under treatment
Zm00001d042014,Salt stress,Increases under treatment
Zm00001d040672,Salt stress,Increases under treatment
Zm00001d052016,Salt stress,Increases under treatment
Zm00001d049218,Salt stress,Increases under treatment
Zm00001d038563,Salt stress,Increases under treatment
Zm00001d026253,Salt stress,Increases under treatment
Zm00001d043742,Salt stress,Increases under treatment
Zm00001d024414,Salt stress,Increases under treatment
Zm00001d018734,Salt stress,Increases under treatment
Zm00001d044986,Salt stress,Increases under treatment
Zm00001d037681,Salt stress,Increases under treatment
Zm00001d013610,Salt stress,Increases under treatment
Zm00001d037080,Salt stress,Increases under treatment
Zm00001d021329,Salt stress,Increases under treatment
Zm00001d012069,Salt stress,Increases under treatment
Zm00001d030860,Salt stress,Increases under treatment
Zm00001d009140,Salt stress,Increases under treatment
Zm00001d018089,Salt stress,Increases under treatment
Zm00001d048888,Salt stress,Increases under treatment
Zm00001d039301,Salt stress,Increases under treatment
Zm00001d006746,Salt stress,Increases under treatment
Zm00001d013099,Salt stress,Increases under treatment
Zm00001d015011,Salt stress,Increases under treatment
Zm00001d053230,Salt stress,Increases under treatment
Zm00001d014682,Salt stress,Increases under treatment
Zm00001d017648,Salt stress,Increases under treatment
Zm00001d030976,Salt stress,Increases under treatment
Zm00001d003993,Salt stress,Increases under treatment
Zm00001d044875,Salt stress,Increases under treatment
Zm00001d021738,Salt stress,Increases under treatment
Zm00001d014083,Salt stress,Increases under treatment
Zm00001d010463,Salt stress,Increases under treatment
Zm00001d041656,Salt stress,Increases under treatment
Zm00001d047659,Salt stress,Increases under treatment
Zm00001d004095,Salt stress,Increases under treatment
Zm00001d037232,Salt stress,Increases under treatment
Zm00001d031189,Salt stress,Increases under treatment
Zm00001d008208,Salt stress,Increases under treatment
Zm00001d010743,Salt stress,Increases under treatment
Zm00001d033304,Salt stress,Increases under treatment
Zm00001d040836,Salt stress,Increases under treatment
Zm00001d013550,Salt stress,Increases under treatment
Zm00001d010870,Salt stress,Increases under treatment
Zm00001d039094,Salt stress,Increases under treatment
Zm00001d054074,Salt stress,Increases under treatment
Zm00001d039919,Salt stress,Increases under treatment
Zm00001d028718,Salt stress,Increases under treatment
Zm00001d017990,Salt stress,Increases under treatment
Zm00001d006417,Salt stress,Increases under treatment
Zm00001d048348,Salt stress,Increases under treatment
Zm00001d033464,Salt stress,Increases under treatment
Zm00001d017287,Salt stress,Increases under treatment
Zm00001d021618,Salt stress,Increases under treatment
Zm00001d028588,Salt stress,Increases under treatment
Zm00001d009112,Salt stress,Increases under treatment
Zm00001d002387,Salt stress,Increases under treatment
Zm00001d021900,Salt stress,Increases under treatment
Zm00001d045788,Salt stress,Increases under treatment
Zm00001d029349,Salt stress,Increases under treatment
Zm00001d044351,Salt stress,Increases under treatment
Zm00001d001996,Salt stress,Increases under treatment
Zm00001d051365,Salt stress,Increases under treatment
Zm00001d038412,Salt stress,Increases under treatment
Zm00001d021990,Salt stress,Increases under treatment
Zm00001d024160,Salt stress,Increases under treatment
Zm00001d019463,Salt stress,Increases under treatment
Zm00001d029098,Salt stress,Increases under treatment
Zm00001d023803,Salt stress,Increases under treatment
Zm00001d041221,Salt stress,Increases under treatment
Zm00001d026042,Salt stress,Increases under treatment
Zm00001d044124,Salt stress,Increases under treatment
Zm00001d012333,Salt stress,Increases under treatment
Zm00001d024415,Salt stress,Increases under treatment
Zm00001d052537,Salt stress,Increases under treatment
Zm00001d020692,Salt stress,Increases under treatment
Zm00001d036812,Salt stress,Increases under treatment
Zm00001d014680,Salt stress,Increases under treatment
Zm00001d051254,Salt stress,Increases under treatment
Zm00001d025337,Salt stress,Increases under treatment
Zm00001d000135,Salt stress,Increases under treatment
Zm00001d011198,Salt stress,Increases under treatment
Zm00001d027892,Salt stress,Increases under treatment
Zm00001d028287,Salt stress,Increases under treatment
Zm00001d034723,Salt stress,Increases under treatment
Zm00001d036197,Salt stress,Increases under treatment
Zm00001d041381,Salt stress,Increases under treatment
Zm00001d013900,Salt stress,Increases under treatment
Zm00001d018819,Salt stress,Increases under treatment
Zm00001d021062,Salt stress,Increases under treatment
Zm00001d053815,Salt stress,Increases under treatment
Zm00001d024465,Salt stress,Increases under treatment
Zm00001d026116,Salt stress,Increases under treatment
Zm00001d013021,Salt stress,Increases under treatment
Zm00001d021619,Salt stress,Increases under treatment
Zm00001d002776,Salt stress,Increases under treatment
Zm00001d019042,Salt stress,Increases under treatment
Zm00001d040526,Salt stress,Increases under treatment
Zm00001d005889,Salt stress,Increases under treatment
Zm00001d049926,Salt stress,Increases under treatment
Zm00001d022026,Salt stress,Increases under treatment
Zm00001d003483,Salt stress,Increases under treatment
Zm00001d042472,Salt stress,Increases under treatment
Zm00001d030942,Salt stress,Increases under treatment
Zm00001d032103,Salt stress,Increases under treatment
Zm00001d025699,Salt stress,Increases under treatment
Zm00001d002488,Salt stress,Increases under treatment
Zm00001d004083,Salt stress,Increases under treatment
Zm00001d030343,Salt stress,Increases under treatment
Zm00001d004524,Salt stress,Increases under treatment
Zm00001d008457,Salt stress,Increases under treatment
Zm00001d023945,Salt stress,Increases under treatment
Zm00001d053041,Salt stress,Increases under treatment
Zm00001d051938,Salt stress,Increases under treatment
Zm00001d028362,Salt stress,Increases under treatment
Zm00001d004486,Salt stress,Increases under treatment
Zm00001d048629,Salt stress,Increases under treatment
Zm00001d050055,Salt stress,Increases under treatment
Zm00001d049211,Salt stress,Increases under treatment
Zm00001d034732,Salt stress,Increases under treatment
Zm00001d013378,Salt stress,Increases under treatment
Zm00001d041580,Salt stress,Increases under treatment
Zm00001d000237,Salt stress,Increases under treatment
Zm00001d031228,Salt stress,Increases under treatment
Zm00001d022467,Salt stress,Increases under treatment
Zm00001d048657,Salt stress,Decreases under treatment
Zm00001d007606,Salt stress,Increases under treatment
Zm00001d024486,Salt stress,Increases under treatment
Zm00001d016087,Salt stress,Increases under treatment
Zm00001d052067,Salt stress,Increases under treatment
Zm00001d011655,Salt stress,Increases under treatment
Zm00001d042013,Salt stress,Increases under treatment
Zm00001d053260,Salt stress,Increases under treatment
Zm00001d053734,Salt stress,Increases under treatment
Zm00001d033229,Salt stress,Increases under treatment
Zm00001d020638,Salt stress,Increases under treatment
Zm00001d052963,Salt stress,Increases under treatment
Zm00001d005923,Salt stress,Increases under treatment
Zm00001d019704,Salt stress,Increases under treatment
Zm00001d006022,Salt stress,Increases under treatment
Zm00001d006231,Salt stress,Increases under treatment
Zm00001d004867,Salt stress,Increases under treatment
Zm00001d006101,Salt stress,Increases under treatment
Zm00001d004547,Salt stress,Increases under treatment
Zm00001d014494,Salt stress,Increases under treatment
Zm00001d031835,Salt stress,Increases under treatment
Zm00001d023700,Salt stress,Increases under treatment
Zm00001d041282,Salt stress,Increases under treatment
Zm00001d008872,Salt stress,Increases under treatment
Zm00001d023716,Salt stress,Increases under treatment
Zm00001d042574,Salt stress,Increases under treatment
Zm00001d040120,Salt stress,Increases under treatment
Zm00001d018975,Salt stress,Increases under treatment
Zm00001d043180,Salt stress,Increases under treatment
Zm00001d015572,Salt stress,Increases under treatment
Zm00001d043221,Salt stress,Increases under treatment
Zm00001d029313,Salt stress,Increases under treatment
Zm00001d050867,Salt stress,Increases under treatment
Zm00001d016558,Salt stress,Increases under treatment
Zm00001d045499,Salt stress,Increases under treatment
Zm00001d038665,Salt stress,Increases under treatment
Zm00001d029089,Salt stress,Increases under treatment
Zm00001d052172,Salt stress,Increases under treatment
Zm00001d009295,Salt stress,Increases under treatment
Zm00001d041567,Salt stress,Increases under treatment
Zm00001d024900,Salt stress,Increases under treatment
Zm00001d016671,Salt stress,Increases under treatment
Zm00001d005410,Salt stress,Increases under treatment
Zm00001d024665,Salt stress,Increases under treatment
Zm00001d034524,Salt stress,Increases under treatment
Zm00001d024079,Salt stress,Increases under treatment
Zm00001d021761,Salt stress,Increases under treatment
Zm00001d052189,Salt stress,Increases under treatment
Zm00001d047784,Salt stress,Increases under treatment
Zm00001d029650,Salt stress,Increases under treatment
Zm00001d034526,Salt stress,Increases under treatment
Zm00001d032906,Salt stress,Increases under treatment
Zm00001d050834,Salt stress,Increases under treatment
Zm00001d016478,Salt stress,Increases under treatment
Zm00001d042246,Salt stress,Increases under treatment
Zm00001d010010,Salt stress,Increases under treatment
Zm00001d053733,Salt stress,Increases under treatment
Zm00001d005313,Salt stress,Increases under treatment
Zm00001d038408,Salt stress,Increases under treatment
Zm00001d024077,Salt stress,Increases under treatment
Zm00001d024078,Salt stress,Increases under treatment
Zm00001d045782,Salt stress,Increases under treatment
Zm00001d022222,Salt stress,Increases under treatment
Zm00001d020390,Salt stress,Increases under treatment
Zm00001d023617,Salt stress,Increases under treatment
Zm00001d033950,Salt stress,Increases under treatment
Zm00001d039184,Salt stress,Increases under treatment
Zm00001d023324,Salt stress,Increases under treatment
Zm00001d000016,Salt stress,Increases under treatment
Zm00001d013490,Salt stress,Increases under treatment
Zm00001d035294,Salt stress,Increases under treatment
Zm00001d012427,Salt stress,Increases under treatment
Zm00001d042243,Salt stress,Increases under treatment
Zm00001d048044,Salt stress,Increases under treatment
Zm00001d032554,Salt stress,Increases under treatment
Zm00001d010287,Salt stress,Increases under treatment
Zm00001d039122,Salt stress,Increases under treatment
Zm00001d042712,Salt stress,Increases under treatment
Zm00001d029696,Salt stress,Increases under treatment
Zm00001d010176,Salt stress,Increases under treatment
Zm00001d003343,Salt stress,Increases under treatment
Zm00001d017486,Salt stress,Increases under treatment
Zm00001d030062,Salt stress,Increases under treatment
